Timestamp (us),Current (uA)
200630,0.1403418779373169
200760,0.35282570123672485
200890,0.2978729009628296
201020,0.2172756791114807
201150,0.17331349849700928
201280,0.05974459648132324
201410,0.2832189202308655
201540,-0.046497344970703125
201670,0.15133243799209595
201800,0.40411484241485596
201930,0.09271615743637085
202060,0.13301479816436768
202190,0.12935149669647217
202320,0.08905273675918579
202450,-0.12709462642669678
202580,0.20262157917022705
202710,-0.013525724411010742
202840,0.03776353597640991
202970,-0.009862184524536133
203100,0.015782415866851807
203230,-0.02817976474761963
203360,0.11836087703704834
203490,0.2978729009628296
203620,0.10004323720932007
203750,0.25757431983947754
203880,0.19163113832473755
204010,-0.05748772621154785
204140,0.19529461860656738
204270,0.29787296056747437
204400,0.16232293844223022
204530,0.2172756791114807
204660,0.11103379726409912
204790,0.07073509693145752
204920,0.019445955753326416
205050,0.4297594428062439
205180,0.15865939855575562
205310,0.38579726219177246
205440,0.34549862146377563
205570,0.3235175609588623
205700,0.1403418779373169
205830,0.22826623916625977
205960,0.08538919687271118
206090,0.2539108395576477
206220,0.22093915939331055
206350,0.31252700090408325
206480,0.15865939855575562
206610,0.20262163877487183
206740,0.33084458112716675
206870,0.13301479816436768
207000,0.25757426023483276
207130,-0.01718926429748535
207260,0.0340999960899353
207390,0.041427016258239746
207520,0.14400535821914673
207650,-0.009862065315246582
207780,0.07806211709976196
207910,0.23925673961639404
208040,0.1843041181564331
208170,0.31619054079055786
208300,0.015782475471496582
208430,0.17331349849700928
208560,-0.02085268497467041
208690,0.0011283159255981445
208820,0.11836087703704834
208950,-0.02451610565185547
209080,-0.07946896553039551
209210,0.4297594428062439
209340,0.15499597787857056
209470,-0.15273916721343994
209600,0.25024735927581787
209730,0.2905459403991699
209860,-0.1307581663131714
209990,-0.2406635284423828
210120,0.29787296056747437
210250,0.2868824005126953
210380,0.048753976821899414
210510,0.2539108395576477
210640,0.12568771839141846
210770,-0.0061986446380615234
210900,0.3015364408493042
211030,0.3528256416320801
211160,0.1037067174911499
211290,0.23559319972991943
211420,0.11836087703704834
211550,0.29787296056747437
211680,0.22826611995697021
211810,0.22826623916625977
211940,0.16598641872406006
212070,0.19163107872009277
212200,0.12935137748718262
212330,0.09637969732284546
212460,-0.009862184524536133
212590,0.20628511905670166
212720,-0.02451634407043457
212850,0.2502472996711731
212980,0.07439863681793213
213110,0.2136121392250061
213240,-0.039170265197753906
213370,-0.05748796463012695
213500,0.29420942068099976
213630,0.1952945590019226
213760,0.2465837001800537
213890,0.29787296056747437
214020,0.2685648202896118
214150,0.08538919687271118
214280,0.22826623916625977
214410,0.3345080614089966
214540,-0.02451622486114502
214670,-0.06115138530731201
214800,0.041427016258239746
214930,0.19895803928375244
215060,0.27955543994903564
215190,0.16965001821517944
215320,0.06707155704498291
215450,0.23925673961639404
215580,0.22460263967514038
215710,-0.02085268497467041
215840,0.07073509693145752
215970,-0.06115138530731201
216100,-0.12709462642669678
216230,0.27955538034439087
216360,-0.16372966766357422
216490,0.3381716012954712
216620,0.3931243419647217
216750,0.06340813636779785
216880,0.0011283159255981445
217010,0.378470242023468
217140,0.15133243799209595
217270,0.05608105659484863
217400,0.16598659753799438
217530,0.07439863681793213
217660,0.048753976821899414
217790,0.2136121392250061
217920,0.18796765804290771
218050,0.40411484241485596
218180,0.517683744430542
218310,0.07073509693145752
218440,0.27955538034439087
218570,0.12935137748718262
218700,0.21361219882965088
218830,0.25757426023483276
218960,0.08538919687271118
219090,0.2612378001213074
219220,0.12935137748718262
219350,0.20262157917022705
219480,0.30886346101760864
219610,0.19895803928375244
219740,0.19895809888839722
219870,0.20262157917022705
220000,0.154995858669281
220130,0.1879674792289734
220260,0.3528256416320801
220390,0.14766889810562134
220520,0.05974459648132324
220650,0.1403418779373169
220780,0.2722283601760864
220910,-0.02085268497467041
221040,0.08172571659088135
221170,0.191631019115448
221300,0.4663945436477661
221430,0.47372162342071533
221560,0.19529461860656738
221690,0.3601526618003845
221820,0.1806405782699585
221950,0.17331349849700928
222080,-0.06115138530731201
222210,0.36747974157333374
222340,0.12935137748718262
222470,0.36381620168685913
222600,-0.0061986446380615234
222730,0.05974447727203369
222860,0.3418351411819458
222990,0.1403418779373169
223120,0.11103379726409912
223250,0.4004513621330261
223380,0.08905261754989624
223510,0.5872905254364014
223640,0.40045130252838135
223770,0.23192965984344482
223900,-0.0025349855422973633
224030,0.19895821809768677
224160,0.023109376430511475
224290,0.43342292308807373
224420,0.29054588079452515
224550,0.18796759843826294
224680,-0.0355067253112793
224810,0.47372162342071533
224940,-0.01718926429748535
225070,0.16232293844223022
225200,0.09271615743637085
225330,0.17331349849700928
225460,0.2099485993385315
225590,0.21361219882965088
225720,0.10737031698226929
225850,0.16965001821517944
225980,0.05241751670837402
226110,0.2539108395576477
226240,0.008455395698547363
226370,0.3967878818511963
226500,0.18430405855178833
226630,0.25757431983947754
226760,0.3528255820274353
226890,-0.002535104751586914
227020,0.09271615743637085
227150,0.048754096031188965
227280,0.27955538034439087
227410,0.26490139961242676
227540,0.041427016258239746
227670,0.041427016258239746
227800,-0.050160884857177734
227930,0.13667833805084229
228060,0.2905460000038147
228190,0.2502472996711731
228320,0.45906752347946167
228450,0.2539108395576477
228580,0.34916210174560547
228710,0.2868824005126953
228840,0.2722283601760864
228970,0.14766889810562134
229100,0.23925673961639404
229230,0.08538907766342163
229360,0.05608093738555908
229490,0.20628511905670166
229620,0.2722283601760864
229750,0.3748067021369934
229880,0.19895809888839722
230010,0.041427016258239746
230140,0.13667833805084229
230270,-0.09412288665771484
230400,0.11836075782775879
230530,0.2905460000038147
230660,0.1843041181564331
230790,0.13667833805084229
230920,0.17697691917419434
231050,0.048754096031188965
231180,0.1769770383834839
231310,0.13301479816436768
231440,0.012118875980377197
231570,0.1769770383834839
231700,0.19895809888839722
231830,0.19529461860656738
231960,-0.27729880809783936
232090,0.1476689577102661
232220,0.12935137748718262
232350,-0.053824424743652344
232480,0.1769770383834839
232610,0.2319297194480896
232740,0.16232293844223022
232870,-0.03184318542480469
233000,0.07439863681793213
233130,0.2539108991622925
233260,0.2502472400665283
233390,0.19163107872009277
233520,0.004791855812072754
233650,0.3015364408493042
233780,-0.09412288665771484
233910,0.041427016258239746
234040,0.22460263967514038
234170,0.1952945590019226
234300,0.20628517866134644
234430,-0.006198763847351074
234560,0.2465837597846985
234690,0.13667845726013184
234820,0.2136121392250061
234950,0.10004323720932007
235080,0.29054588079452515
235210,0.28321897983551025
235340,0.3967878222465515
235470,0.31619054079055786
235600,0.13301491737365723
235730,0.1440054178237915
235860,0.22460269927978516
235990,0.08538919687271118
236120,0.0634080171585083
236250,0.11103379726409912
236380,0.13301479816436768
236510,0.13667833805084229
236640,0.08905273675918579
236770,0.125687837600708
236900,-0.1527392864227295
237030,-0.02085268497467041
237160,0.16598641872406006
237290,0.18796753883361816
237420,0.34549862146377563
237550,0.36747974157333374
237680,0.13301479816436768
237810,0.378470242023468
237940,0.023109495639801025
238070,0.2355932593345642
238200,0.13667833805084229
238330,0.20628511905670166
238460,0.023109495639801025
238590,-0.046497344970703125
238720,0.24658381938934326
238850,0.38579726219177246
238980,0.24658381938934326
239110,0.3051999807357788
239240,0.05974459648132324
239370,0.13667833805084229
239500,0.2722283601760864
239630,-0.02085268497467041
239760,0.048754096031188965
239890,0.11103367805480957
240020,0.12935137748718262
240150,0.03776347637176514
240280,0.10004323720932007
240410,0.2319297194480896
240540,0.20262157917022705
240670,0.16232293844223022
240800,-0.1380852460861206
240930,0.5140202641487122
241060,0.5653094053268433
241190,0.14766889810562134
241320,0.045090556144714355
241450,0.09271615743637085
241580,0.09637969732284546
241710,0.09271615743637085
241840,0.04509061574935913
241970,0.22093915939331055
242100,0.32718104124069214
242230,0.10370677709579468
